imo,mmsi,name,flag,type
8411592,645157000,"LEONARDO DA VINCI",MU,"Cutter Suction Dredger"
9083237,645147000,NINA,MU,"Trailing Suction Hopper Dredger"
7821051,645138000,"MARCO POLO",MU,"Cutter Suction Dredger"
8112380,645133000,PELAMIS,MU,Cargo
9255517,644288000,"SEYCHELLES PIONEER",LS,"Oil/Chemical Tanker"
8658229,642795000,"NAWASI ALKIR 1",LY,Fishing
2812615,642584523,615,LY,"Not available"
9210696,642167093,GIULIANA,LY,"General Cargo"
9275256,642167062,"ANWAAR LIBYA",LY,"Oil Products Tanker"
9275268,642167061,"ANWAAR AFRIQYA",LY,"Oil Products Tanker"
9418432,642166067,ALMERGHEB,LY,Tug
7236191,642165063,SLOUG,LY,"Floating Storage/Production"
9277840,642157047,BENGHAZI,LY,"Dredging or underwater ops"
9141259,642137027,MASHHOUDA,LY,"Oil Products Tanker"
9140126,642136026,TAZERBO,LY,"Lpg Tanker"
9343338,642122024,"M/T ALJALAA",LY,"Crude Oil Tanker"
9331141,642122021,SAMRAA_ALKHALEEJ,LY,"Crude Oil Tanker"
9331153,642122020,ALHANI,LY,"Crude Oil Tanker"
9313424,642122019,"ANWAAR ALKHALIJ",LY,"Oil/Chemical Tanker"
9313450,642122018,"ANWAAR ALNASER",LY,"Oil/Chemical Tanker"
9415399,642122017,BARBAROSA,LY,"Crude Oil Tanker"
9415404,642122016,"AL AGAILA",LY,Tanker
9389318,642122014,CARTAGENA,LY,"Oil/Chemical Tanker"
9386861,642122013,MAETIGA,LY,"Oil/Chemical Tanker"
9380893,642122012,"17 FEBRUARY",LY,"Crude Oil Tanker"
9356426,642122010,BADR,LY,"Crude Oil Tanker"
9356438,642122009,ALYARMOUK,LY,"Crude Oil Tanker"
9318084,642122007,LIBYA,LY,"Crude Oil Tanker"
8765333,642122000,FARWAH,LY,Tanker
9615822,642112004,ALHANI,LY,Tug
9120322,638014382,"SCF SUEK",,"Bulk Carrier"
9515319,638006582,IRIS,,"Oil/Chemical Tanker"
9198941,637742619,SRCOA,LR,"Ro-Ro/Passenger Ship"
9039054,637140882,MARTHA,LR,"Bulk Carrier"
9079183,637064296,ALIZEA,LR,"Oil/Chemical Tanker"
9627916,637016177,"CSAV TRANCURA",LR,"Container Ship"
9069841,636906984,SHILOH,LR,Tug
9676931,636222431,2#PSV,LR,"Not available"
6894097,636163173,MILOIT,LR,Tanker
9999999,636123456,"CMA CGM",LR,"Not available"
1863478,636123321,TEST,LR,Tanker
1234567,636111111,TEST,LR,"Not available"
9686326,636110000,H1277,LR,"Not available"
9200772,636106637,"CAPT THOMAS",LR,Tanker
9405514,636092690,"RHL MONICA",LR,"Bulk Carrier"
9358864,636092689,"RHL CLARITA",LR,"Bulk Carrier"
9407213,636092686,FILYOZ,LR,"Oil/Chemical Tanker"
9342889,636092685,"TETE OLDENDORFF",LR,"Bulk Carrier"
9682930,636092677,SILVERGATE,LR,"Bulk Carrier"
9588586,636092676,CALIMERO,LR,"Bulk Carrier"
9602679,636092675,"NORDIC MALMOE",LR,"Bulk Carrier"
9244219,636092673,DIAMOND,LR,"Bulk Carrier"
9113692,636092671,"KATHARINA P",LR,"Container Ship"
9341421,636092668,FREDERICIA,LR,Tanker
9444728,636092667,"SANTA ISABEL",LR,"Container Ship"
9731717,636092666,"ULTRA LETIZIA",LR,Cargo
9452268,636092663,YAMUNA,LR,"Oil/Chemical Tanker"
9308596,636092662,"VEGA OMIKRON",LR,"Container Ship"
9151864,636092661,"HANSA NARVIK",LR,"Container Ship"
9319569,636092660,"E.R. SYDNEY",LR,"General Cargo"
9394040,636092659,"NORIENT SATURN",LR,"Oil/Chemical Tanker"
9424560,636092658,"INDUSTRIAL GRACE",LR,"General Cargo"
9261748,636092657,"AL ENTERPRISE",LR,"Container Ship"
9267651,636092656,GENOA,LR,"Container Ship"
9230311,636092654,"SUEZ CANAL",LR,"Container Ship"
9487653,636092653,"NORTH QUAY",LR,"Bulk Carrier"
9349875,636092652,PONA,LR,"Container Ship"
9396660,636092651,CLIO,LR,"Crude Oil Tanker"
9448891,636092649,GANGA,LR,"Oil/Chemical Tanker"
9208112,636092648,"BALTIC COMMANDER I",LR,"Oil/Chemical Tanker"
9238325,636092647,"NORDIC SUZHOU",LR,"Bulk Carrier"
9696917,636092639,"ANTONIE OLDENDORFF",LR,Cargo
9225421,636092638,"AS ARIES",LR,"Container Ship"
9225433,636092637,"AS VEGA",LR,"Container Ship"
9578256,636092636,"M V TORBEN",LR,"Offshore Construction Jack Up"
9226372,636092635,"MAIKE D",LR,"Container Ship"
9483683,636092634,"NORDIC LUEBECK",LR,"Container Ship"
9135779,636092632,MAIDO,LR,"Lpg Tanker"
8602476,636092631,"BOLD CHALLENGER",LR,"Ore Carrier"
9731705,636092630,"ULTRA DANIELA",LR,Cargo
9147083,636092629,PORTUGAL,LR,"Container Ship"
9397585,636092627,"BEATRICE SCHULTE",LR,"Container Ship"
9696905,636092626,"ALFRED OLDENDORFF",LR,Cargo
